name,url,price_rate,price_rate_type,total_price,room_and_property_type,location_title,min_nights,max_nights,latitude,longitude,monthly_price_factor,weekly_price_factor,room_type,person_capacity,summary,amenities,review_count,review_score,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,star_rating,satisfaction_guest,description,neighborhood_overview,notes,additional_house_rules,interaction,access,transit,response_rate,response_time,instant_book_possible
"Calm apartment in Herttoniemi, helsinki area.",https://www.airbnb.com/rooms/28454267,1726.0,monthly,8601.0,Entire apartment,"Helsingfors, Finland",1,,60.18988,25.03588,0.0,0.0,entire_home,4,"The apartment is situated in Herttoniemi, a nice calm area near to the sea. 10 min with metro to the center of Helsinki. 5 min walk to the apartment from the metro station , pharmacy, lidl and other foodstores, also close to the apartment.","Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Fire extinguisher,Smoke alarm,First aid kit",9,93,10,10,9,9,9,10,4.5,93,"The apartment is situated in Herttoniemi, a nice calm area near to the sea. 10 min with metro to the center of Helsinki. 5 min walk to the apartment from the metro station , pharmacy, lidl and other foodstores, also close to the apartment.",,,,,,,,,
"A cozy, modern, homely apartment",https://www.airbnb.com/rooms/5709551,1396.0,monthly,6957.0,Entire apartment,"Espoo, Finland",2,,60.20078,24.70435,1.0,0.95,entire_home,2,"A large studio apartment in Espoo that's equipped with amenities including WIFI, perfect for business travellers and people who wish to relax in a quiet environment. Easy to reach large shopping malls in leppävaara or Espoo and Helsinki centre. We also have a small supermarket Alepa across the street for your grocery shopping","Free parking on premises,Elevator,Wifi,Kitchen,Cable TV,Dryer,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Ethernet connection,Hot water,Single level home,Free street parking,Coffee maker,Cooking basics,Dishes and silverware,Microwave,Refrigerator,Oven,Stove,Private entrance,Smart lock,Luggage dropoff allowed,Long term stays allowed,Bed linens,Extra pillows and blankets,BBQ grill,Patio or balcony,Garden or backyard,Carbon monoxide alarm,Smoke alarm,First aid kit",117,93,10,10,9,10,9,9,4.5,93,"A large studio apartment in Espoo that's equipped with amenities including WIFI, perfect for business travellers and people who wish to relax in a quiet environment. Easy to reach large shopping malls in leppävaara or Espoo and Helsinki centre. We also have a small supermarket Alepa across the street for your grocery shopping

*A personal space with a homely feeling; in a good quiet neighbourhood. 

* There is enough room for 2 people to enjoy comfort. 

*High speed Internet, perfect for business travellers.

*The kitchen is fully equipped and comfortable to prepare a meal in the open plan kitchen. 

*My balcony is perfect place to enjoy sunset with cup of tea, also use it for smoking

*Big screen TV with international channels 

*Hot shower and clean towels, even in cold winter you will be looking forward to shower in my bathroom. 

*The comfy double bed with clean linen will complete your perfect  stay!

Kitchen at your full disposal
Tv
Internet
Outside Parking spaces
Linen 
Towels (extras on request)
Washing machine

I am away but ready to assist as much as they need me to. My co-host however is also happy to help

Good walking or running tracks
Nature
Serene environment 
A pizzeria 
Nearby Sports centre can play tennis or squash, maybe also ask about Gym for few days (all at a fee) 
Alepa Supermarket just opposite our building

6 mins walk to Koivuhovi train station, that either takes you to Helsinki centre 23 minutes or to Espoo centre 4 minutes.

Buses also access nearby the train station.

Uber and various Espoo taxi also available

There is parking outside the building subject to availability, using the parking disk its free 4 hours on side close to the building, and 10 hours on opposite side, but you can always adjust and add more time from 6pm to 6am no need to worry about adjusting the disk. There is also nearby 24 hours free parking also subject to availability. 

The kitchen light is above the sink.","Good walking or running tracks
Nature
Serene environment 
A pizzeria 
Nearby Sports centre can play tennis or squash, maybe also ask about Gym for few days (all at a fee) 
Alepa Supermarket just opposite our building","There is parking outside the building subject to availability, using the parking disk its free 4 hours on side close to the building, and 10 hours on opposite side, but you can always adjust and add more time from 6pm to 6am no need to worry about adjusting the disk. There is also nearby 24 hours free parking also subject to availability. 

The kitchen light is above the sink.","Please No- SMOKING inside the apartment. Smoking inside will attract a penalty of €200. kindly use the balcony

Pls keep your shoes off in the house

Check the self check in instructions before travelling. Read to the end to find where you get the key. 

Please drape off your bedding before you leave

Please take out your trash, the trash place is located on the side of the building as you are heading towards the pizza place or underground parking. Use the key to get in. 

For self check in, Unless we requests otherwise, Please leave the key same place you found it. Thanks

Thanks and see you soon :-)",I am away but ready to assist as much as they need me to. My co-host however is also happy to help,"Kitchen at your full disposal
Tv
Internet
Outside Parking spaces
Linen 
Towels (extras on request)
Washing machine","6 mins walk to Koivuhovi train station, that either takes you to Helsinki centre 23 minutes or to Espoo centre 4 minutes.

Buses also access nearby the train station.

Uber and various Espoo taxi also available",,,
Yksiö/Nice studio flat in sörnäinen. 2 free bikes.,https://www.airbnb.com/rooms/12967584,1521.0,monthly,7578.0,Entire apartment,"Helsinki, Finland",13,,60.18921,24.96369,0.77,0.86,entire_home,3,"Nice studio flat 30m2 in Sörnäinen/Kallio. The apartment is on the 7th floor with on amazing view. Good public transport metro, tram, bus(airportbus 615) 200m. Center by metro 5min, walk 25min. Wireless internet, free parking nearby and car rent downstairs. 2 free bikes.  Welcome !!!

---Please read the full notice and rules before take contact --- Thank you.

Just now there is some road work, it makes a bit more difficult to move and there is sometimes noise (not at night time).","Free parking on premises,Wifi,Kitchen,Dryer,Hair dryer,Iron,Shampoo,Washer,Hangers,Heating,Essentials,Hot water,Coffee maker,Cooking basics,Dishes and silverware,Microwave,Refrigerator,Oven,Stove,Host greets you,Bed linens,Smoke alarm",37,97,10,10,10,10,9,9,5.0,97,"Nice studio flat 30m2 in Sörnäinen/Kallio. The apartment is on the 7th floor with on amazing view. Good public transport metro, tram, bus(airportbus 615) 200m. Center by metro 5min, walk 25min. Wireless internet, free parking nearby and car rent downstairs. 2 free bikes.  Welcome !!!

---Please read the full notice and rules before take contact --- Thank you.

Just now there is some road work, it makes a bit more difficult to move and there is sometimes noise (not at night time).

The apartment has two beds 120cm and 80cm, and a loft with a single mattress if necessary. (3 separate sleeping places, including sheets and towels).
Good public transport connections, metro, tram, bus(airportbus 615) 200m. Center by metro 5min, 25min walk.

Sörnäisten / Kallio services within walking distance. bars, restaurants,
supermarket (Lidl 50m), sauna, park, suvilahti festival area(400m), sea .....
Free parking nearby and a car rental of the house on the ground floor.
Two bicycles are available. (old, but working !!!)

check in 13.00 Check-Out 11.00 but can be flexible if no other guests.
(weekend Friday - Saturday a higher price).


Asunnossa 2 sänkyä 120cm ja 80cm ja parvella tarvittaessa patja (3 erillistä nukkumapaikkaa, sisältäen lakanat ja pyyhkeet )
Hyvät kulkuyhteydet bussi,metro,ratikka pysäkit 200m. Keskustaan metrolla 5min ja kävellen n.25min.

Palvelut, ravintolat, baarit, kauppa(lidl50m), harjutorin sauna, puisto, suvilahden tapahtuma-alue(400m), meri ... kävelymatkan päässä.
Ilmainen pysäköinti 24h lähellä ja autovuokraamo talon alakerrassa.
Kaksi polkupyörää käytössä.

check in 13.00. check-out 11.00 mutta voi joustaa jos muita vieraita ei ole tulossa.
(viikonloppuina pe-la korotettu maksu.)

You can always call me or send txt if you have any questions.

When you leave you can clean the apartment yourself or cleaning company will make it. (cost is 80 - 120 eur. max.) 
Cleaning instructions can be found on this page (pictures) and in the apartment. 
let me know are you cleaning yourself or a cleaning company.

!!!!!!!!!!!!!!! When booking, please tell me the time of check-in. !!!!!!!!!!!!!!!!!

---the Internet of the apartment must be used only for legal purposes.
not for illegal publications, downloads, or other illegal purposes.

- asunnon internettiä käytettävä ainoastaan lailliseen tarkoitukseen.",,"When you leave you can clean the apartment yourself or cleaning company will make it. (cost is 80 - 120 eur. max.) 
Cleaning instructions can be found on this page (pictures) and in the apartment. 
let me know are you cleaning yourself or a cleaning company.

!!!!!!!!!!!!!!! When booking, please tell me the time of check-in. !!!!!!!!!!!!!!!!!

---the Internet of the apartment must be used only for legal purposes.
not for illegal publications, downloads, or other illegal purposes.

- asunnon internettiä käytettävä ainoastaan lailliseen tarkoitukseen.","-No smoking inside / Ei tupakointia sisällä.
-No animals / Ei eläimiä.
-Silence 10pm-07am / Hiljaisuus klo 22.00-07.00
-No children under 12years. / ei sovellu lapsille
-do not use outdoor shoes inside / jätä ulkokengät eteiseen.

-Lost keys should be replaced / jos kadotat avaimet ne pitää korvata.

-check in 13.00 Check-Out 11.00 but can be flexible if no other guests.
-check in 13.00. check-out 11.00 mutta voi joustaa jos muita vieraita ei ole tulossa.

-Before booking, please tell me the time of check in.
-Kun varaat ilmoita saapumisaika.

-the Internet of the apartment must be used only for legal purposes.
not for illegal publications, downloads, or other illegal purposes.

- asunnon internettiä käytettävä ainoastaan lailliseen tarkoitukseen.

Thank you / kiitos. !!!",You can always call me or send txt if you have any questions.,,,,,
Elegant modern one bedroom apartment (balcony),https://www.airbnb.com/rooms/40715091,2272.0,monthly,11321.0,Entire apartment,"Helsingfors, Finland",7,,60.15786,24.91421,0.65,0.95,entire_home,2,"Beautiful 1 bedroom flat in central Helsinki near the sea. The apartment is very modern equipped with all that you need, as well as a balcony. You have the ferries to Tallinn departing nearby (walking distance) and the tram stop practically outside the front door, connecting you to all the central parts of Helsinki.","Elevator,Wifi,Kitchen,Hair dryer,Iron,TV,Washer,Hangers,Heating,Essentials,Private entrance,Smoke alarm",1,100,10,10,10,10,10,10,,100,"Beautiful 1 bedroom flat in central Helsinki near the sea. The apartment is very modern equipped with all that you need, as well as a balcony. You have the ferries to Tallinn departing nearby (walking distance) and the tram stop practically outside the front door, connecting you to all the central parts of Helsinki.",,,,,,,,,
Brand new modern apt next to Airport/Flamingo,https://www.airbnb.com/rooms/33282426,1639.0,monthly,8167.0,Entire apartment,"Vanda, Finland",2,,60.29575,24.96894,0.63,0.83,entire_home,4,"Brand new modern one-bedroom apartment 4 km from airport. 5 min to drive, bus stop in front of the building, 15 mins walk from train station Aviapolis (1,4 km). City Center is 25 mins by train.
Renting the whole apartment with all amenities, can accommodate up to 4 guests. WIFI, 55” Smart TV with Netflix, Amazon Prime. Fully equipped kitchen. Coffee, tea, assortment of cereal for breakfast. Baby travel cot available.","Elevator,Wifi,Kitchen,Breakfast,Air conditioning,Dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Dishes and silverware,Private entrance,Patio or balcony,Fire extinguisher,Carbon monoxide alarm,Smoke alarm,First aid kit",13,98,10,10,10,10,10,10,5.0,98,"Brand new modern one-bedroom apartment 4 km from airport. 5 min to drive, bus stop in front of the building, 15 mins walk from train station Aviapolis (1,4 km). City Center is 25 mins by train.
Renting the whole apartment with all amenities, can accommodate up to 4 guests. WIFI, 55” Smart TV with Netflix, Amazon Prime. Fully equipped kitchen. Coffee, tea, assortment of cereal for breakfast. Baby travel cot available.

Brand new apartment building. Clean, spacious and not any aircraft engine noise in the area. Bedroom, huge living room with kitchen, clean and modern bathroom, balcony.
Walking distance (900 m, 10 mins) to Jumbo Mall and Flamingo Entertainment Center: a lot of restaurants and cafes, spa, hohtominigolf, bowling etc.

We are always to ready to help you with any questions. We speak Finnish, English, Estonian and Russian.

Brand new residential neighborhood next to the International Airport
900 m to Jumbo Mall and Flamingo Entertainment Center.

Bus stop in front of the building. 15 mins walk from train station Aviapolis (1,4 km). City Center is 25 mins by train or by bus.
5 mins drive from and to the airport.","Brand new residential neighborhood next to the International Airport
900 m to Jumbo Mall and Flamingo Entertainment Center.",,"- No smoking inside the building. No parties, no noise between 10 pm and 6 am. Please remove your shoes indoors.","We are always to ready to help you with any questions. We speak Finnish, English, Estonian and Russian.",,"Bus stop in front of the building. 15 mins walk from train station Aviapolis (1,4 km). City Center is 25 mins by train or by bus.
5 mins drive from and to the airport.",,,
In Heart of Helsinki Beautiful Apartment+Balcony<3,https://www.airbnb.com/rooms/38940154,2112.0,monthly,10523.0,Entire apartment,"Helsingfors, Finland",6,,60.164,24.924,0.49,0.7,entire_home,5,"The apartment is my brand new unique place. It is now fully decorated including new beds, new sofa, new everything. The location is fantastic and the apartment basis is practical. Perfect connections everywhere by walking, tram, metro..). Enjoy you will love it!","Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Ethernet connection,Hot water,Free street parking,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Private entrance,Bed linens,Extra pillows and blankets,Patio or balcony,Carbon monoxide alarm,Smoke alarm",13,98,10,10,9,10,10,10,5.0,98,"The apartment is my brand new unique place. It is now fully decorated including new beds, new sofa, new everything. The location is fantastic and the apartment basis is practical. Perfect connections everywhere by walking, tram, metro..). Enjoy you will love it!

This has been my lovely project. The walls are painted with special paints, all the furniture and beds are brand new. I have been hosting in Airbnb for 1.5 years and I'm so eager to make the guests get the most out of their stay. It is very silent but you might hear the sound of a tram.

I live quite close my apartments so I will most of the time be available 24/7.

The neighborhood is super special. It is gated and in the middle of the huge courtyard there is a big space where, for example kids can play.

Everything is around. Trams 7, 8 and 9 come very close also to the metro stop is 6 min walk. By walking you can reach to, for example to main Railway Station in 15 min, Kamppi mall 7 min.","The neighborhood is super special. It is gated and in the middle of the huge courtyard there is a big space where, for example kids can play.",,,I live quite close my apartments so I will most of the time be available 24/7.,,"Everything is around. Trams 7, 8 and 9 come very close also to the metro stop is 6 min walk. By walking you can reach to, for example to main Railway Station in 15 min, Kamppi mall 7 min.",,,
Peaceful and Nice Studio in Kallio!,https://www.airbnb.com/rooms/8835068,1113.0,monthly,5547.0,Entire apartment,"Helsinki , Helsinki, Finland",2,,60.18639,24.95824,0.75,0.9,entire_home,2,"Welcome to the cozy top floor home located in Kallio neighborhood near centre. This place has got all the essential equipment for a pleasant stay. Grocery stores and metro stop Sörnäinen only a short distance, 4 min by metro to the centre!","Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Coffee maker,Cooking basics,Dishes and silverware,Microwave,Refrigerator,Stove,Smoke alarm,First aid kit",27,95,10,10,10,10,10,9,5.0,95,"Welcome to the cozy top floor home located in Kallio neighborhood near centre. This place has got all the essential equipment for a pleasant stay. Grocery stores and metro stop Sörnäinen only a short distance, 4 min by metro to the centre!

Apartment's atmosphere is created by natural light and the height of the ceiling. This is comfortable home with basic services and excellent public transport connections next to it.

Bed 120cm x 200cm
Blankets and pillows
Fresh sheets and towels
Table with chairs
Armchair
Clothing Storage
Stove top
Coffeemaker
Microwave
Iron and ironing board
Toaster
Electric water kettle
Shower
All kitchen items: pots, frying pan, etc.
Cleaning Equipment
Laundry Room
Television 
Wifi

As a guest you have access to building's laundry room, where you will find a washer.

I will welcome you and hand-over the key.

If you have any questions, I will be always available via telephone or email, and I get back to you soon.

Cafes and neat shops are just nearby.

Excellent public transportation connections by metro, buses or trams. Distance to Central Railway Station by metro 4 minutes.

From Helsinki-Vantaa Airport to the apartment:
I recommend to take the local bus 615 from the Airport (runs every 20-30min). Tickets can be bought with cash from the bus driver (5,00€/adult). The bus stop is just 400m from the apartment, the departure stop is called Sörnäinen. Travel time is about 30 min.

From Helsinki Central Railway station:
I recommend to take the metro to Sörnäinen. Ticket price 2,50€, can be purchased from ticket automat in the front of Metro entry near escalators.

When booking please inform your arrival time, so things can be organize accordingly!",Cafes and neat shops are just nearby.,"When booking please inform your arrival time, so things can be organize accordingly!","You will have an apartment key, so you can come and go freely.

Please keep this place in clean and excellent condition - treat it like your own!

Please wash dishes before leaving. No pets or smoking are allowed inside. Please leave shoes in the entrance.

Please be quiet after 9pm to offer a peaceful evening for the other nice residents in the building.","I will welcome you and hand-over the key.

If you have any questions, I will be always available via telephone or email, and I get back to you soon.","As a guest you have access to building's laundry room, where you will find a washer.","Excellent public transportation connections by metro, buses or trams. Distance to Central Railway Station by metro 4 minutes.

From Helsinki-Vantaa Airport to the apartment:
I recommend to take the local bus 615 from the Airport (runs every 20-30min). Tickets can be bought with cash from the bus driver (5,00€/adult). The bus stop is just 400m from the apartment, the departure stop is called Sörnäinen. Travel time is about 30 min.

From Helsinki Central Railway station:
I recommend to take the metro to Sörnäinen. Ticket price 2,50€, can be purchased from ticket automat in the front of Metro entry near escalators.",,,
Profitable 130 m2 4 bedroom 2 bathroom apartment,https://www.airbnb.com/rooms/31685373,3796.0,monthly,18791.0,Entire apartment,"Helsinki, Finland",6,,60.18418,24.96136,0.69,0.79,entire_home,8,130 m 2 profitable 4 bedroom topfloor apartment wit 2 bath rooms and Sauna. Big living room and kitchen. Very good money value,"Elevator,Wifi,Dryer,TV,Washer,Heating,Essentials,Laptop-friendly workspace,Hot water,Cooking basics,Dishes and silverware,Smoke alarm",2,100,10,10,10,10,10,10,,100,"130 m 2 profitable 4 bedroom topfloor apartment wit 2 bath rooms and Sauna. Big living room and kitchen. Very good money value

Apartment is at top floor 8 th with elevator. With very good connection to downtown (3 km). Trams stop in front of the house. metro 500 meters. metro 5 minutes to downtown. Airport busses go infront of this building. House has very calm back yard with choldren playground etc

Very nice and lively neigbourhood. Basicly second center of Helsinki

Street parking or you can rent also parking hall place for your stay",Very nice and lively neigbourhood. Basicly second center of Helsinki,,,,,Street parking or you can rent also parking hall place for your stay,,,
"AIRPORT FREE PARKING 2 BEDROOM, SAUNA, BALCONY",https://www.airbnb.com/rooms/36108291,2135.0,monthly,10565.0,Entire apartment,"Vantaa, Finland",1,,60.28943,24.96493,0.0,0.0,entire_home,6,"Airport free parking, 2 bedroom, sauna, balcony. 
New apartment, new furniture.","Free parking on premises,Elevator,Wifi,Kitchen,Dryer,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Free street parking,Cooking basics,Dishes and silverware,Microwave,Refrigerator,Oven,Stove,Carbon monoxide alarm,Smoke alarm,First aid kit",4,90,10,10,9,10,9,9,4.5,90,"Airport free parking, 2 bedroom, sauna, balcony. 
New apartment, new furniture.",,,,,,,,,
STYLISH Newly renovated home in Kirkkonummi center,https://www.airbnb.com/rooms/42393217,1694.0,monthly,8384.0,Entire apartment,"Kirkkonummi, Finland",2,,60.12127,24.43339,0.8,0.95,entire_home,4,"Stylish, newly 100% renovated, fascinating apartment (2:nd floor, 58,5 m², 2 rooms, balcony). The location is in Kirkkonummi centre, 5 minutes walk from the railway station. Perfect spot for business people where everything you need during your stay is nearby. Additionally, many activity possibilities are nearby such as swimming hall, gym, Peuramaa skiing/golf centre, soccer field, indoor ice rink and running tracks.F","Free parking on premises,Wifi,Kitchen,Air conditioning,Dryer,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Free street parking,Dishes and silverware,Smoke alarm,First aid kit",1,100,10,10,10,10,10,10,,100,"Stylish, newly 100% renovated, fascinating apartment (2:nd floor, 58,5 m², 2 rooms, balcony). The location is in Kirkkonummi centre, 5 minutes walk from the railway station. Perfect spot for business people where everything you need during your stay is nearby. Additionally, many activity possibilities are nearby such as swimming hall, gym, Peuramaa skiing/golf centre, soccer field, indoor ice rink and running tracks.F

The apartment has it own washing machine and dryer.

Via Airbnb, phone, text message 24/7

Some restaurants in Kirkkonummi center are eg: Dennis Pizza, Nepalese Shiva and Chinese Lai  Fu
In Bistro Omat next to Citymarket you can find real fine dining level meals.

The use of bike is included to the rent.

The nearest buss stop is 3 min walk away.
Railway station is 7 min walk away.","Some restaurants in Kirkkonummi center are eg: Dennis Pizza, Nepalese Shiva and Chinese Lai  Fu
In Bistro Omat next to Citymarket you can find real fine dining level meals.",,,"Via Airbnb, phone, text message 24/7",,"The use of bike is included to the rent.

The nearest buss stop is 3 min walk away.
Railway station is 7 min walk away.",,,
Top floor 29 m2 studio in the heart of Vallila,https://www.airbnb.com/rooms/38498199,1937.0,monthly,9586.0,Entire apartment,"Helsinki, Finland",1,,60.19747,24.96262,0.0,0.0,entire_home,3,,"Elevator,Kitchen,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Dishes and silverware,Refrigerator,Private entrance,Smoke alarm",1,100,10,10,10,10,10,10,,100,,,,,,,,,,
Charming 4 Guest Apartment +Netflix +Pocket WiFi,https://www.airbnb.com/rooms/42273703,2812.0,monthly,13921.0,Entire apartment,"Helsinki, Finland",1,,60.16477,24.92675,0.6,0.85,entire_home,4,"This 2-room apartment is located in a beautiful house from 1902. The apartment is spacious with high ceilings and a fantastic design kitchen, a true joy for cooking. From here you will have excellent connections with public transportation. It is only a 8 min walk from Kamppi metro station, several nearby tram connections to West Terminal and Central Railway Station and multiple buss connections to Espoo. The apartment comes with pocket-WiFi and Netflix for you to enjoy during your stay. Welcome!","Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Pocket wifi,Room-darkening shades,Paid parking off premises,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Baking sheet,Building staff,Private entrance,Bed linens,Extra pillows and blankets,Shower gel,Carbon monoxide alarm,Smoke alarm,First aid kit",1,100,10,10,10,10,10,10,,100,"This 2-room apartment is located in a beautiful house from 1902. The apartment is spacious with high ceilings and a fantastic design kitchen, a true joy for cooking. From here you will have excellent connections with public transportation. It is only a 8 min walk from Kamppi metro station, several nearby tram connections to West Terminal and Central Railway Station and multiple buss connections to Espoo. The apartment comes with pocket-WiFi and Netflix for you to enjoy during your stay. Welcome!

This architectural gem is built in 1902. The apartment is located on the second floor, with windows facing both the street and the inner yard. It is ideal for up to four guests. The brand new sofa in the living room can be converted into a full-sized double bed (160 cm) in a couple of minutes.

The apartment is decorated in a Scandinavian style; bright, fresh and simplistic. A nice contrast between modern and vintage furnitures. There are many charming original details that have been kept, such as the old wooden doors and the planked floors. The 3.30 m high ceilings throughout the apartment creates a spacious atmosphere.

Enjoy a good nights sleep in the comfortable double bed. The bedroom window faces a very quiet inner yard, guaranteed uninterrupted sleep. In the bedroom you will also have a small walk-in closet where you can store your belongs. There are both hanging and self space for clothes. Both the living room/kitchen and the bedroom have doors that can be closed for more privacy. 

The apartment has a proper sized and fully equipped kitchen. All kitchen appliances are of high quality brands such as Miele and Smeg. The gas stove is another nice touch to this spotless kitchen. There are plenty of cooking tools, perfect if you want to prepare your own meal.

Kitchen is equipped with:
•Refrigerator and a separate freezer
•Gas stove
•Combination microwave oven/oven
•Dish-washer
•Cooking tools
•Toaster, water boiler, integrated coffee machine
•Cups, plates, bowls and cutleries
•Coffee, tea, sugar, oil, spices etc.

The bathroom is compact but very fresh. Even though it is small, it still has a proper shower space and storage for your belongings. The towel heater will keep your towels warm and dry. Towels, hairdryer, shampoo, conditioner and shower gel is provided for all guests. A washing machine and washing detergents can be found in the hallway closet of the apartment.

The whole apartment is at your convenience to use.

You can always call, text or email me if you have any questions during or before your stay.

Kamppi is a district in the middle of downtown Helsinki. The name Kamppi derives from the Swedish Kampen, which referred to the military training field in the area. Kamppi was mainly built into a wooden house district for workers, although the houses surrounding Bulevardi were quite luxurious.

The busiest spot in Kamppi is the Kamppi Centre, which opened in 2006. The complex has become a meeting point for young people and includes a shopping centre, a bus terminal, metro station, plenty of restaurants, as well as apartments. 

Kamppi stretches all the way to the Hietalahti Market Square and the sea. The long street called Fredrikinkatu is dotted with little shops and sights on Kalevankatu include old wooden houses such as one housing the School Museum. The area also has many office buildings as over 26,000 people work there daily. The Hietalahti Market Hall graces the market square and boasts numerous restaurants. The working class past of Kamppi is never far: the wooden houses called Sadan markan villat ('One hundred mark villas') are still lived in.

From the Central Railway station you can take tram 6, 7 and 9, which all conveniently stops a couple of blocks away from the apartment. You can also come straight from the West Terminal to the apartment with tram 7 or 9. 
Many trams stops within one or two blocks away from the apartment (tram number 6, 7, 9). Also excellent bus connections to most parts of Espoo just around the corner. Closest metro stop is Kamppi (which you can access with tram 7 and 9).

The streets around the apartment offer paid parking for four euros per hour. Easiest way to pay for your parking is by downloading e.g. the EasyPark app for your smartphone (requires registration first). Keep in mind that it can be tricky to find a spot around the block of the apartment. There is also a nearby garage (three blocks away) that offers parking for around 40-45€/day.","Kamppi is a district in the middle of downtown Helsinki. The name Kamppi derives from the Swedish Kampen, which referred to the military training field in the area. Kamppi was mainly built into a wooden house district for workers, although the houses surrounding Bulevardi were quite luxurious.

The busiest spot in Kamppi is the Kamppi Centre, which opened in 2006. The complex has become a meeting point for young people and includes a shopping centre, a bus terminal, metro station, plenty of restaurants, as well as apartments. 

Kamppi stretches all the way to the Hietalahti Market Square and the sea. The long street called Fredrikinkatu is dotted with little shops and sights on Kalevankatu include old wooden houses such as one housing the School Museum. The area also has many office buildings as over 26,000 people work there daily. The Hietalahti Market Hall graces the market square and boasts numerous restaurants. The working class past of Kamppi is never far: the wooden houses called Sadan markan villat ('One hundred mark villas') are still lived in.",,"•Quiet hours between 10pm-7am
•No shoes allowed in the apartment (Finnish custom)
•No smoking on the balconies nor in front of the house","You can always call, text or email me if you have any questions during or before your stay.",The whole apartment is at your convenience to use.,"From the Central Railway station you can take tram 6, 7 and 9, which all conveniently stops a couple of blocks away from the apartment. You can also come straight from the West Terminal to the apartment with tram 7 or 9. 
Many trams stops within one or two blocks away from the apartment (tram number 6, 7, 9). Also excellent bus connections to most parts of Espoo just around the corner. Closest metro stop is Kamppi (which you can access with tram 7 and 9).

The streets around the apartment offer paid parking for four euros per hour. Easiest way to pay for your parking is by downloading e.g. the EasyPark app for your smartphone (requires registration first). Keep in mind that it can be tricky to find a spot around the block of the apartment. There is also a nearby garage (three blocks away) that offers parking for around 40-45€/day.",,,
SleepWell next to Expo & Convention Center - B 115,https://www.airbnb.com/rooms/42799254,2461.0,monthly,12183.0,Entire apartment,"Helsingfors, Finland",2,,60.20061,24.94189,0.6,0.8,entire_home,4,"Welcome to a beautiful, newly renovated and spacious apartment, located only a block away from the Expo & Convention Centre in Helsinki!

With a light and stylish Nordic decor, great skyline views and a nice neighbourhood, our apartment promises you a great stay.
The bedroom has two twin beds which can be made into a double, and the sofa bed in the living room has space for 2 people.

There's a fully equipped open plan kitchen and a brand new bathroom in the apartment.","Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Hangers,Heating,Essentials,Smoke alarm",0,,,,,,,,,,"Welcome to a beautiful, newly renovated and spacious apartment, located only a block away from the Expo & Convention Centre in Helsinki!

With a light and stylish Nordic decor, great skyline views and a nice neighbourhood, our apartment promises you a great stay.
The bedroom has two twin beds which can be made into a double, and the sofa bed in the living room has space for 2 people.

There's a fully equipped open plan kitchen and a brand new bathroom in the apartment.

The bright open plan kitchen is fully equipped and has a coffee maker, kettle, toaster and a microwave. Coffee and tea are also in the apartment for our guests to use.

The biggest Expo and Convention Center in Finland is located only a few min walk away from the apartment.

The area is a very popular up and coming area in Helsinki - there are a lot of nice restaurants, cafés and bars just a short walking distance away.

The shopping facilities around here are also fantastic - a brand new Shopping Center, The Mall of Tripla, was built in the fall of 2019 and is only 5 min walk away.

The public transport around the area is great. There is a train that will take you to the main area of Helsinki in a few minutes and directly to the airport in less than 30 minutes.

Several bus lines and a tram link are departing just outside of the building.","The biggest Expo and Convention Center in Finland is located only a few min walk away from the apartment.

The area is a very popular up and coming area in Helsinki - there are a lot of nice restaurants, cafés and bars just a short walking distance away.

The shopping facilities around here are also fantastic - a brand new Shopping Center, The Mall of Tripla, was built in the fall of 2019 and is only 5 min walk away.",,"Quiet hours between 10pm - 7am.
No smoking allowed anywhere in the apartment or in the building. There's a designated smoking area outside.
No walking with shoes inside of the Apartment.
All guests must read our house rules info file when arriving to the Apartment.",,,"The public transport around the area is great. There is a train that will take you to the main area of Helsinki in a few minutes and directly to the airport in less than 30 minutes.

Several bus lines and a tram link are departing just outside of the building.",,,
